173;05/05/2014;2014;null;15
115;03/02/2014;2014;null;10
108;19/02/2014;2014;null;10
27;03/02/2014;2014;null;10
64;06/01/2014;2014;null;15
53;03/02/2014;2014;Em 29/11/2013, prazo final para solicitação de férias (jan/2014), verifiquei registrado no sistema a intenção da servidora de fruir férias em Jan/2014 de 22/01/14 a 31/01/14. Para a servidora não ficar sem o financeiro no período, antecipei a inclusão da mesma no ofício acima citado. Porém a servidora decidiu, posteriormente, alterar o agendamento e a folha já estava digitada.Em 04/12/2013 - Simone 928-2;10
29;06/01/2014;2014;null;10
271;10/02/2014;2014;null;20
288;07/04/2014;2014;null;10
90;21/01/2014;2014;Solicitação fora do prazo em 18/01/2013.;30
40;19/02/2014;2014;null;10
26;10/03/2014;2014;null;10
275;04/02/2014;2014;null;10
41;08/01/2014;2014;Solicitado fora do prazo em 07/01/2014;10
82;17/03/2014;2014;null;10
69;04/02/2014;2014;null;10
281;12/05/2014;2014;null;30
79;19/02/2014;2014;null;10
247;17/01/2014;2014;Solicitação fora do prazo em 10/01/2014;10
107;10/02/2014;2014;null;20
33;26/05/2014;2014;null;30
60;03/02/2014;2014;Solicitação fora do prazo;30
12;24/01/2014;2014;null;10
43;28/01/2014;2014;Solicitação fora do prazo;15
74;19/02/2014;2014;null;10
46;20/08/2014;2014;null;10
70;30/01/2014;2014;Solicitação fora do prazo;30
86;05/02/2014;2014;null;15
87;05/02/2014;2014;Solicitado através Of. UENF/GRH nº 298/13 de 26/12/2013;10
201;06/03/2014;2014;null;10
84;17/02/2014;2014;Solicitado através Of. UENF/GRH nº 298/13 de 26/12/13 ;15
94;16/03/2014;2014;Solicitado através Of. UENF/GRH nº 298/13 de 26/12/2013;20
47;21/07/2014;2014;Solicitado através Of. UENF/GRH nº 298/13 de 26/12/2013.Alterado através Of. UENF/GRH nº 083/14 de 30/05/2014 e Of. UENF/GRH nº 126/14 de 30/07/2014;10
2;02/04/2014;2014;null;10
116;02/04/2014;2014;null;10
166;07/04/2014;2014;null;10
267;07/04/2014;2014;null;10
289;17/03/2014;2014;null;30
53;17/03/2014;2014;null;10
30;20/01/2014;2014;null;10
30;17/03/2014;2014;null;20
106;17/03/2014;2014;null;10
275;24/03/2014;2014;null;10
108;31/03/2014;2014;null;10
46;01/04/2014;2014;null;10
115;26/03/2014;2014;null;10
115;02/06/2014;2014;null;10
17;06/10/2014;2014;null;20
87;09/07/2014;2014;Solicitado através Of. UENF/GRH nº 083/14 de 30/05/2014;10
83;01/06/2014;2014;Solicitado através Of. UENF/GRH nº 083/14 de 30/05/2014 - FORA DO PRAZO;30
72;14/07/2014;2014;null;20
73;21/07/2014;2014;Solicitação fora do prazo;15
44;14/07/2014;2014;null;20
69;01/07/2014;2014;null;20
105;16/07/2014;2014;null;10
20;17/11/2014;2014;null;30
292;07/07/2014;2014;Solicitação fora do prazo;10
1;07/07/2014;2014;Solicitação fora do prazo em 01/07/2014;10
105;04/12/2014;2014;null;20
288;21/07/2014;2014;null;10
11;20/08/2014;2014;null;10
22;15/08/2014;2014;Solicitação fora do prazo;15
22;29/10/2014;2014;null;15
104;15/08/2014;2014;Solicitação fora do prazo ;15
104;29/10/2014;2014;null;15
11;01/12/2014;2014;null;20
64;28/07/2014;2014;null;15
298;09/07/2014;2014;null;10
39;04/08/2014;2014;Solicitação fora do prazo;10
40;07/08/2014;2014;null;10
9;21/01/2015;2014;Férias 10d-2ºP/2014 de 26/11 a 05/12/14, alterada para exercício 2015, por imperiosa necessidade de serviço, através CI DITEC nº 009/14 de 13/11/14.;10
9;09/12/2014;2014;null;10
49;01/09/2014;2014;null;30
288;10/12/2014;2014;null;10
247;28/07/2014;2014;null;10
247;15/12/2014;2014;null;10
279;28/07/2014;2014;null;20
201;20/10/2014;2014;null;20
147;21/07/2014;2014;Solicitação fora do prazo;10
73;13/10/2014;2014;null;15
146;24/09/2014;2014;null;10
293;07/08/2014;2014;Solicitação fora do prazo;30
274;01/09/2014;2014;null;20
173;11/08/2014;2014;null;15
146;13/10/2014;2014;null;10
79;23/07/2014;2014;null;10
79;29/10/2014;2014;null;10
89;01/12/2014;2014;null;20
294;01/09/2014;2014;null;30
271;27/08/2014;2014;null;10
37;08/10/2014;2014;null;10
2;17/11/2014;2014;null;20
116;17/11/2014;2014;null;20
81;10/09/2014;2014;null;30
66;24/11/2014;2014;null;10
66;10/12/2014;2014;null;10
42;29/09/2014;2014;null;15
123;10/12/2014;2014;null;10
53;17/09/2014;2014;null;10
82;11/08/2014;2014;null;10
82;13/10/2014;2014;null;10
206;10/11/2014;2014;null;10
206;01/12/2014;2014;null;20
74;25/08/2014;2014;null;10
74;10/12/2014;2014;null;10
17;29/10/2014;2014;null;10
45;15/10/2014;2014;null;10
29;29/10/2014;2014;null;10
29;24/11/2014;2014;null;10
284;21/07/2014;2014;Solicitação fora do prazo;30
302;21/07/2014;2014;Solicitação fora do prazo;30
16;17/11/2014;2014;null;10
28;15/09/2014;2014;null;10
28;15/10/2014;2014;null;10
269;06/10/2014;2014;null;10
24;11/08/2014;2014;null;10
24;01/09/2014;2014;null;10
65;28/07/2014;2014;Solicitação fora do prazo;10
65;15/09/2014;2014;null;10
65;03/12/2014;2014;null;10
12;07/08/2014;2014;null;10
295;01/09/2014;2014;null;30
267;29/09/2014;2014;null;10
4;04/08/2014;2014;Solicitação fora do prazo em 21/07/2014;30
43;28/07/2014;2014;null;15
57;29/10/2014;2014;null;10
265;03/11/2014;2014;null;30
292;02/09/2014;2014;null;10
298;19/11/2014;2014;null;10
177;08/09/2014;2014;null;10
31;01/09/2014;2014;null;10
31;13/10/2014;2014;15/10/2014 - o servidor participará de uma licitação no dia 20/10/2014 e fruirá deste dia posteriormente, conforme CI PRES 093/14 de 09/10/2014.;10
102;11/08/2014;2014;Solicitado fora do prazo.Retificado período de junho para agosto. Cláudia;15
102;03/11/2014;2014;null;15
304;03/11/2014;2014;Retificado período de férias de 01 a 30/12 para 03/11 a 02/12/2014. Cláudia;30
14;01/09/2014;2014;Solicitação fora do prazo;10
301;01/08/2014;2014;null;30
300;01/08/2014;2014;null;30
299;01/12/2014;2014;null;30
303;17/11/2014;2014;null;30
166;01/12/2014;2014;null;20
147;01/12/2014;2014;null;20
40;26/11/2014;2014;null;10
41;01/12/2014;2014;null;20
275;01/12/2014;2014;null;10
277;09/02/2015;2014;null;30
77;10/06/2015;2014;15/06/2015 - Férias solicitadas para efeito financeiro, porém o servidor não fruiu. Alteração per 01/12/2014 a 31/12/2014 realizada nesta data.;30
38;01/12/2014;2014;null;30
68;01/12/2014;2014;null;30
93;01/09/2014;2014;Conforme e-mail ASTRAN/UENF  de 27/03/2015 - agendamento alterado (de 01/09 a 30/09/2014 - 30d-PU);15
94;12/12/2014;2014;null;10
95;21/11/2014;2014;Solicitada através Of. UENF/GRH nº 171/14 de 29/09/2014;30
87;19/11/2014;2014;Solicitada através Of. UENF/GRH nº 171/2014 de 29/09/2014;10
107;10/12/2014;2014;null;10
75;05/12/2014;2014;Solicitado através documento do UERJ/DGEN de 01/10/2014.Confirmada através Of. UERJ/IBRAG/DGEN s/nº de 05/01/2015.;15
296;03/11/2014;2014;null;30
19;11/08/2014;2014;null;20
123;24/11/2014;2014;null;10
55;06/10/2014;2014;null;30
14;01/12/2014;2014;null;20
58;13/10/2014;2014;null;10
1;03/11/2014;2014;null;10
45;10/11/2014;2014;null;10
292;10/11/2014;2014;null;10
297;08/12/2014;2014;null;15
58;10/11/2014;2014;null;10
12;10/11/2014;2014;null;10
101;03/11/2014;2014;null;30
62;24/11/2014;2014;null;15
7;07/01/2015;2014;Solicitada através Of. MP/PGJ/GPBS nº 439/2014 de 10/11/2014;15
31;05/01/2015;2014;null;10
192;06/01/2015;2014;Férias 20d-2ºP/2014 cancelada e transferida para exercício 2015, por imperiosa necessidade de serviço, através CI DPAF/DIR nº 070 de 26/11/14.09/12/14 - SINSGRHPAG - Servidor solicitou alteração de período. (05/01 a 24/01/15);20
1;10/12/2014;2014;null;10
109;01/12/2014;2014;null;15
109;30/01/2015;2014;null;15
85;19/12/2014;2014;null;20
85;13/02/2015;2014;null;10
93;05/01/2015;2014;Solicitação fora do prazo cfe Of. UENF/GRH nº 239/14 de 19/11/14.Conforme e-mail ASTRAN/UENF de 27/03/2015 - férias 2014 por imperiosa necessidade do setor;15
298;16/03/2015;2014;null;10
25;02/03/2015;2014;null;30
145;14/04/2015;2014;null;10
26;13/05/2015;2014;null;20
39;11/05/2015;2014;null;20
10;22/06/2015;2014;null;30
27;18/05/2015;2014;null;20
145;22/07/2015;2014;null;10
32;10/11/2015;2014;null;10
47;06/03/2014;2014;Solicitado através Of. UENF/GRH nº 298/13 de 26/12/2013;30
32;18/07/2016;2014;Férias 20d-2ºP/2014 de 01/12 a 20/12/14 AUTORIZADO O GOZO  ano 2015, por imperiosa necessidade de serviço, através CI DPAF/DIR nº 069/14 de 17/11/14.;20
297;07/03/2016;2014;null;15
18;01/12/2014;2014;null;20
